@id	name	highway
128969895		footway
128969905		steps
128969906		footway
128969908		steps
128969911		service
128969913		service
128969938		footway
130567496		service
130567500		service
130576792	Pedro Gil Street	secondary
130964193	San Pascual Street	residential
130964195	San Antonio Street	residential
130964198		service
131643412	Hormiga Street	footway
131706174	Anonas Street	tertiary
131706175	Anonas Street	tertiary
131706193		unclassified
131714152	Concepcion A. Aguila Street	tertiary
131714153	Jose P. Laurel Street	unclassified
131714154	Jose P. Laurel Street	unclassified
131714155	Jose P. Laurel Street	unclassified
131714156	Jose P. Laurel Street	unclassified
132310419	Verdad Street	residential
132310421	Loreto Street	service
132310422	Amelia Street	residential
134605837	Abad Santos Avenue	secondary
134605839	Hermosa Street	tertiary
134605902		service
134605903		service
134605904		service
134605905	Tambunting Street	pedestrian
134605906		residential
134605907		service
134605936	Balanga Street	residential
135022479	Sulu Street	residential
135022480	Leonor Rivera Street	residential
135022483	Kalimbas Street	residential
135022484	Tiao Ki Road	unclassified
135027263	Cavite Street	tertiary
135027264		service
135027265	Lico Street	residential
135027268	Almeda Street	pedestrian
135027272	Kusang Loob Street	pedestrian
135027273	Baldwin Street	pedestrian
135027275	Pedro Paterno Street	residential
135027277		service
135027278	Oroquieta Street	residential
135027280		service
135027281	M. Hizon Street	residential
135027283		service
135027284	P. Guevarra Street	residential
135027969	New Antipolo Street	residential
136822570	R. Magsaysay Boulevard	secondary
136822571	R. Magsaysay Boulevard	primary
136822574	R. Magsaysay Boulevard	primary
136822575	R. Magsaysay Boulevard	primary
136822578	Magsaysay Boulevard	primary
136822580	R. Magsaysay Boulevard	primary
136822582	R. Magsaysay Boulevard	primary
136822584	R. Magsaysay Boulevard	primary
136822587	R. Magsaysay Boulevard	primary
136822596	Lapidario Street	pedestrian
136822600		pedestrian
136822601	Main Street	residential
136822602	Delgado Street	service
136842217	Evangelista Street	residential
136842226	Marcelo Hilario del Pilar Street	tertiary
136842228		footway
136842229		steps
136842230		footway
136842231		footway
136842232		footway
136842237		footway
136953967	Mabini Street	residential
137055695	Paz Mendoza Guazon Avenue	secondary
137055696	Paz Mendoza Guazon Avenue	secondary
137055699	Acropolis Street	residential
137055700	Apollo Street	residential
137055701	Hermes Street	residential
137055702		residential
137055703	Athena Street	residential
138385040	Pablo Ocampo Street	secondary
138385041	Pablo Ocampo Street	secondary
138385042	Pablo Ocampo Street	secondary
138385051	Dolores Street	residential
142086621	Tomas Pinpin Street	unclassified
142086622	Ugalde Street	residential
142086623	Tomas Pinpin Street	unclassified
142086625	Claveria Street	residential
142086664	Poblete Street	residential
145657680		service
145657681		service
145658041	Agoncillo Street	residential
145658042	General Malvar Street	unclassified
145658043	General Malvar Street	residential
145658045	Leon Guinto Street	tertiary
145658046	Pilar Hidalgo Lim Street	residential
145658050	Taft Avenue	primary
145658051	Taft Avenue	primary
145658052	Taft Avenue	primary
145658053	Taft Avenue	primary
145658054	Taft Avenue	primary
145658055	Taft Avenue	primary
145658056	Taft Avenue	primary
145658058	Taft Avenue	primary
146694284	Susan Street	residential
146694285	Ibarra Street	residential
146694555	President Quirino Avenue	primary
146694558	President Quirino Avenue	primary
146694560		service
146694561		unclassified
146694562		unclassified
146694563		service
146694564	South Nagtahan	residential
146694565		service
146694566		service
146694567		service
146694569		service
146708183		path
146708184		path
146708185		footway
146708186		path
146708187		path
146708188		path
148400543	Diamante Street	tertiary
150153986	Hermosa Street	residential
150153989	Primero de Mayo Street	residential
150153992	G. Santos Street	pedestrian
150153994	Frilles Street	pedestrian
150153995	Taladtad Street	pedestrian
150153996	Mendoza Street	pedestrian
150153997	Santos Street	pedestrian
150153999		pedestrian
150154000	L. Ramirez Street	pedestrian
150154001	R. Cruz Street	pedestrian
150154002	Pascual Street	pedestrian
150154003	Adriano Street	pedestrian
150154004	Celodonio Tan Street	pedestrian
150154006	Cunanan Street	pedestrian
150154007	Fronda Street	pedestrian
150154018	19 de Junio Street	residential
150157968	Abucay Street	residential
150157972	Corregidor Street	residential
150157973	Dinalupihan Street	residential
150157977	Morong Street	residential
150157979	Pampanga Street	tertiary
150157980	Pilar Street	residential
150157983	Rizal Avenue	primary
150157986	Rizal Avenue	primary
150157991	Samal Street	residential
150157992	Samat Street	residential
150157993	Orani Street	residential
150157995	Pahati Street	service
150157996	Gabriel Street	residential
150157997	Samat Street	residential
150158000	Pampanga Street	tertiary
150158001	B. Santos Street	pedestrian
150158003		pedestrian
150158005	Benita Street	residential
150158006		residential
150158637	Almeda Street	residential
150158638	Bambang Street	tertiary
150158639	Bambang Street	tertiary
150158641	Bambang Street	residential
150158642	Bambang Street	tertiary
150158643	Ambrosio Lorenzo Junior Street	tertiary
150158644	Ambrosio Lorenzo Junior Street	tertiary
150158645	C. M. Recto Avenue	secondary
150158647	C. M. Recto Avenue	secondary
150158650	C. M. Recto Avenue	secondary
150158651	Doroteo Jose Street	tertiary
150158652	F. Yuseco Street	residential
150158653	F. Yuseco Street	residential
150158654	F. Yuseco Street	residential
150158655	Felix Huertas Street	tertiary
150158657	Laguna Street	residential
150158658	Laguna Street	residential
150158659	Laguna Street	residential
150158660	Lope de Vega Street	residential
150158661	Masangkay Street	tertiary
150158662	Mayhaligue Street	residential
150158663	Mayhaligue Street	residential
150158664	Mayhaligue Street	residential
150158666	Mayhaligue Street	residential
150158667	F. Tubera Street	residential
150158668	Mayhaligue Street	residential
150158669	Oroquieta Street	tertiary
150158670	Pedro Guevarra Street	residential
150158673	Remigio Street	residential
150158674	Tayuman Street	primary
150158675	Tayuman Street	primary
150158677	T. Alonzo Street	residential
150158678	Tomas Mapua Street	tertiary
150158680	T. Mapua Street	tertiary
151187602		service
152753746	Andrade Street	service
152753748	Dimasalang Road	primary
152753749	Andrade Street	service
152753750	Kalimbas Street	service
152753751	Sisa Street	residential
152753754	Andrade Street	residential
152753755	Andrade Street	service
152979080	M. Natividad Street	residential
152980165	Sulu Street	service
152981756	Marulas Street	residential
152981758	Bagac Street	bridleway
152986140	Viscaya Street	residential
152986149	Narra Street	residential
152987997	Alvarado Street	pedestrian
152989138	San Bernardo Street	residential
153337916		footway
154422814	Alejo Aquino Street	residential
154422816	Aviadores Street	residential
154422818	Bautista Street	residential
154422820	Doctor M. L. Carreon Street	secondary
154422821	Conchu Street	residential
154422825	Dian Street	tertiary
154422828	Gregorio del Pilar Street	residential
154422831	Leon Guinto Street	tertiary
154422835	Pedro Gil Street	tertiary
154422837	Pedro Gil Street	secondary
154422838	Pedro Gil Street	secondary
154422841	Pedro Gil Street	secondary
154422843	Pedro Gil Street	tertiary
154422846	President Quirino Avenue	primary
154422848	President Quirino Avenue	primary
154422851	President Quirino Avenue	primary
154422856	Osme̱a Highway	primary
154422859	Taal Street	residential
154422860	Von Granao Street	residential
154422880	Road 15	residential
154422881	Alfonso Street	residential
154422882		pedestrian
154422884	Felina Street	residential
154422885	Pag-Asa Street	service
154422887	Arellano Street	residential
154422888	Lopez Jaena Street	residential
154422889	Lanuza Street	residential
154422895	Diamante Street	residential
154422896	Lemery Street	residential
154422898	Lanoria Street	residential
154429925	Alabastro Street	residential
154429926	Crisolita Street	residential
154429927	Granate Street	residential
154429929	Nakar Street	tertiary
154429930	Perlita Street	tertiary
154429931	Rubi Street	residential
154429937	Zafiro Street	residential
154644766	A. Cagayan Street	residential
154644767	A. Cagayan Street	residential
154644778	New Panaderos Street Extension	secondary
154644797	ICK Street	residential
154644800	Oro Extension	residential
154644801	Rivera Street	residential
154644804	Private Alley 2	footway
154644806	F. Roxas Street	residential
154644808	Masigasig Street	pedestrian
154644810	Mariano Jorge Street	residential
154644811	Callejon 11	residential
154644813	Salamisim Street	residential
154835586	A. Mabini Street	secondary
154835590	Jorge Bocobo Street	tertiary
154835591	Luis Maria Guerrero Street	residential
154835593	Adriatico Street	tertiary
154837034	Cristobal Street	residential
154837037	Perez Street	tertiary
154837038	President Quirino Avenue Extension	secondary
154837039	United Nations Avenue	secondary
154837042	Guijo Street	residential
154837043	Tindalo Street	residential
154837044	Pancho Villa	service
154837045	Syson Street	residential
154837046	Ulilang Kawayan Street	residential
154837047	Nieto Street	residential
154837048	Narra Street	residential
154983535		secondary_link
156307452	A. Mabini Street	secondary
156307454	Arsenio Cruz-Herrera Street	unclassified
156307456	Asuncion Street	tertiary
156307460	D. Romualdez Senior Street	secondary
156307464	Agoncillo Street	residential
156307465	A. Mabini Street	secondary
156307469	Leveriza Street	residential
156307472	Adriatico Street	tertiary
156307473	Adriatico Street	tertiary
156307475	Marcelo H. del Pilar Street	secondary
156307476	Marcelo H. del Pilar Street	secondary
156307479	Maria Orosa Street	tertiary
156307480	Maria Orosa Street	tertiary
156307482	Maria Orosa Street	tertiary
156307486	Pablo Ocampo Street	secondary
156307487	Pablo Ocampo Street	secondary
156307489	Padre Burgos Avenue	primary
156307490	Padre Burgos Avenue	primary
156307492	Padre Faura Street	tertiary
156307493	Padre Faura Street	tertiary
156307494	President Quirino Avenue	primary
156307495	President Quirino Avenue	primary
156307498	President Quirino Avenue	primary
156307501	Roxas Boulevard	trunk
156307503	Roxas Boulevard	trunk
156307506	Roxas Boulevard	trunk
156307518	San Marcelino Street	secondary
156307521	San Marcelino Street	secondary
156307539	Singalong Street	tertiary
156307540	Taft Avenue	primary
156307542	Taft Avenue	primary
156307546	Taft Avenue	primary
156307549	Taft Avenue	primary
156307556	Kalaw Road	tertiary
156307559	United Nations Avenue	secondary
156307578		service
156307580		trunk_link
156307581	Jorge Bocobo Street	tertiary
156307584		service
156307586	Nakpil Street	residential
156307587		service
156307588		service
156307590		service
156307592	Roxas Boulevard Service Road	tertiary
158627299	Anda Street	tertiary
158627300	Ayala Boulevard	secondary
158627301	Ayala Boulevard	secondary
158627305	Quezon Boulevard	primary
158627307	Real Street	residential
158627308	Riverside Drive	tertiary
158627309	San Marcelino Street	secondary
158627310	Solana Street	tertiary
158627311	Taft Avenue	primary
158627312	Lawton Road	tertiary
160192328	Anonas Street	tertiary
160192329	Anonas Street	residential
160192330	Antipolo Street	tertiary
160192333	D. Ampil Street	residential
160192334	Domingo Santiago Street	tertiary
160192335	Duhat Street	residential
160192337	Felina Street	residential
160192338	Firmeza Street	residential
160192339	G. Tuazon Street	tertiary
160192341	Hipodromo Street	residential
160192342	J. H. Panganiban Street	residential
160192343	Loreto Street	residential
160192344	Luzon Avenue	residential
160192345	M. de la Fuente Street	tertiary
160192346	Mangga Avenue	residential
160192347	J. Marzan Street	residential
160192348	Miguelin Street	residential
160192349	Mindanao Avenue	residential
160192350	Mithi Street	residential
160192352	A.H. Lacson Avenue	primary
160192353	A.H. Lacson Avenue	primary
160192356	Nadelco Street	residential
160192357	Piling Street	residential
160192359	Pureza Street	tertiary
160192360	Pureza Street	tertiary
160192361	E. Quintos Senior Street	residential
160192363	R.S. Cristobal Street	pedestrian
160192368	Vicente G. Cruz Street	tertiary
160192369	Visayan Avenue	residential
160192373	Valencia Street	residential
160192374		service
160192376		footway
160192378		footway
160192380	Ruiloba Street	residential
160192381		service
160192382	Teresa Street	tertiary
160192383	Road 9	residential
160192384	F. Mariano Street	residential
160192385		residential
160192386	Santa Teresita Street	residential
160192387		service
160192388	Hipodromo Street	residential
160192389	Santol Extension	tertiary
160192390		residential
161004990	Padre Algue Street	residential
161004991	Padre Algue Street	residential
161271101	Aguilar Street	residential
161271107	Aurora Boulevard	primary
161271109	Bataan Street	service
161271112	Batanes Street	residential
161271114	Benavidez Street	unclassified
161271115	Bohol Street	residential
161271116	C. La Torre Street	residential
161271125	Dimasalang Road	primary
161271128	Don Quijote Street	service
161271129	Luzon Street	tertiary
161271131	Dos Castillas Street	residential
161271133	Espa̱a Boulevard	primary
161271134	Espa̱a Boulevard	primary
161271136	Espeleta Street	residential
161271138	P. Florentino Street	tertiary
161271142	S. Padilla Street	unclassified
161271143	S. Padilla Street	unclassified
161271145	S. Padilla Street	unclassified
161271147	Gerardo Street	service
161271148	Gonzalo Puyat Street	residential
161271150	Gonzalo Puyat Street	tertiary
161271153	Ibarra Street	residential
161271156	Abad Santos Avenue	secondary
161271158	La Torre Street	residential
161271159	La Torre Street	residential
161271160	Laon Laan Street	primary
161271162	Leyte Street	tertiary
161271163	Luzon Street	residential
161271164	M. Cuenco Senior Street	tertiary
161271165	Maria Clara Street	tertiary
161271166	J. Marzan Street	residential
161271167	Masangkay Street	tertiary
161271168	Mayhaligue Street	residential
161271171	Navarra Street	residential
161271172	Ongpin Street	unclassified
161271173	Ongpin Street	unclassified
161271174	Ongpin Street	unclassified
161271176	La Torre Street	residential
161271180	Piedad Street	residential
161271182	Prudencio Street	residential
161271185	Panay Street	residential
161271186	R.S. Cristobal Street	residential
161271187	Salazar Street	unclassified
161271188	Santo Tomas Street	tertiary
161271189	Sergio H. Loyola Street	tertiary
161271191	Soler Street	unclassified
161271192	Soler Street	unclassified
161271200	Tetuan Street	unclassified
161271202	Valdez Street	residential
161271203		service
161271207	Sisa Street	pedestrian
161271210		footway
161271211	Sanchez Street	residential
161271212		residential
161275188	25th Street	service
161275189	21st Street	service
161275190	Street 21	service
161275191	Street 5	service
161275192	Street 26	service
161275193	Avenue C	service
161275194	Street 38	service
161275195	Avenue B	service
161306326	Aguirre Street	residential
161306327	Albuquerque Street	residential
161306328	Alvarado Street	residential
161306329	Alvarado Street	residential
161306330	Ariaran Street	residential
161306331	Asuncion Street	tertiary
161306333		service
161306334	Beaterio Street	residential
161306335	Bilbao Street	residential
161306336	Caballeros Street	residential
161306337	Carmen Planas Street	residential
161306338	Carmen Planas Street	residential
161306340	Carvajal Street	footway
161306342	Clavel Street	residential
161306343	Comercio Street	residential
161306344	Dasmari̱as Street	tertiary
161306345	Davides Street	residential
161306346	Dela Reina Street	residential
161306348	Elcano Street	residential
161306350	Faura Street	residential
161306351	Felipe II Street	service
161306353	S. Padilla Street	unclassified
161306355	Ilang-Ilang Street	residential
161306357	J. de Moriones Street	footway
161306360	Juan Luna Street	secondary
161306361	Juan Luna Street	tertiary
161306362	Juan Luna Street	tertiary
161306363	Juan Luna Street	tertiary
161306365	L. Chacon Street	residential
161306366	Lachambre Street	service
161306367	Lakandula Street	tertiary
161306368	Laura Street	footway
161306369	Lavezares Street	residential
161306370	M. de Santos Street	residential
161306373	Masangkay Street	unclassified
161306374	Meisic Street	residential
161306375	Meisic Street	service
161306376	Meisic Street	residential
161306377	Morga Street	tertiary
161306379	Muelle de la Industria	tertiary
161306380	Norberto Ty Street	residential
161306382	P. Ortega Street	residential
161306383	Padre Herrera Street	residential
161306384	Padre Rada Street	residential
161306385	Pavia Street	residential
161306386	Quintin Paredes Road	secondary
161306387	Raja Matanda Street	residential
161306389		secondary_link
161306390	Reina Regente Street	secondary
161306391	Reina Regente Street	secondary
161306393	Riverside Drive	unclassified
161306395	Magallanes Drive	unclassified
161306399	San Nicolas Street	residential
161306400	Santo Cristo Street	residential
161306403	Santo Cristo Street	residential
161306405	Solana Street	tertiary
161306410	Tomas Pinpin Street	residential
161306418	V. Tytana Street	residential
161306422	Ilaya Street	unclassified
161306424	Ilaya Street	residential
161306426	E. T. Yuchengco Street	residential
161306430	Yuchengco Street	unclassified
161306433	E. T. Yuchengco Street	pedestrian
161306437	Yuchengco Street	unclassified
161306439	E. T. Yuchengco Street	unclassified
161306444	Zabala Street	residential
161306446	Zaragoza Street	residential
161306470	Masinop Street	residential
161306471	Lualhati Street	residential
161306472	San Geronimo	footway
161306473	Lualhati Street	pedestrian
161306474	C. P. Garcia Street	pedestrian
161306475	Tagumpay Street	residential
161306476	J. Abad Santos Street	pedestrian
161306477		pedestrian
161306478	San Miguel Street	pedestrian
161306479	San Hilarion	footway
161306480	Morga Extension	residential
161306482		footway
161306483	Santo Cristo Street	residential
161306484	Muelle de Binondo	residential
161306485	Santo Ni̱o Street	residential
161306486	Laurel Street	pedestrian
161306487	Madrid Extension Street	pedestrian
161306488	Sevilla Street	residential
161306489	Santa Fe Street	residential
161306490	Martinez Street	service
161306491		pedestrian
161306494		pedestrian
161306495	Numancia Street	residential
161306496	Sevilla Street	pedestrian
161306497	Quintin Paredes Road	secondary
161306498	Kasipagan Street	pedestrian
161306499		service
161306500	Santa Maria Street	residential
161306501		service
161306502	Barcelona Street	pedestrian
161306503	Imaculada Concepcion	pedestrian
161306504		service
161306505	San Fermin Street	pedestrian
161306506	Madrid Street	residential
161306507	Tahimik Street	residential
161306508	San Simon Street	pedestrian
161306509	San Patricio Street	pedestrian
161306510	Camba Street	residential
161306511	Camba Street	residential
161306512	Lawton Road	tertiary
161306513	Chesa Street	residential
161306514	Riverside Drive	unclassified
161306515	Abad Santos Street	residential
161306516	Tahimik Street	pedestrian
161306517	Tagumpay Street	residential
161306518	Saint Peter Street	pedestrian
161306519	Asuncion Street	residential
161306521	J. Nolasco Street	tertiary
161306522	Santo Ni̱o Street	pedestrian
161414087	Arzobispo Street	residential
161414088	Burke Street	residential
161414090	Cabildo Street	residential
161414093	Escolta Street	tertiary
161414094	Escolta Street	tertiary
161414110	S. Padilla Street	unclassified
161414111	S. Padilla Street	unclassified
161414112	General Luna Street	pedestrian
161414114	Legaspi Street	residential
161414115	Magallanes Street	residential
161414117	Ongpin Street	unclassified
161414118	Ongpin Street	unclassified
161414121	Padre Algue Street	residential
161414124	Padre Burgos Avenue	primary
161414133	Santo Tomas Street	pedestrian
161414136	Santa Elena Street	unclassified
161414138	Tomas Pinpin Street	unclassified
161414164		service
161414165	Padre Burgos Avenue	secondary
161414166		footway
161414170	Muelle del Banco Nacional	unclassified
161414171		footway
161414172		service
161414173		service
161414174		service
161414175	Muralla Street	construction
161414176		service
161414177		service
161414178	Fernando Maria Guerrero Street	residential
161414179	Madrid Extension Street	pedestrian
161414180		service
161414181		service
161414182		service
161414183	Fernando Maria Guerrero Street	residential
161414184		service
161414185	Reyes Street	residential
161414186		service
161414187	Prudencia Street	pedestrian
161414188	Alvarado Street	residential
161414189	Tagumpay Street	residential
161414190		footway
161414191		living_street
161423961	Bougainvilla Street	pedestrian
161423968	Santa Fe Street	residential
161423975		service
161423976		service
161423977	C. P. Garcia Street	pedestrian
161423978	Salvacion Street	service
161423979		service
161423980		footway
161423981		service
161423982		service
161423984	Alinan Street	service
161423985		pedestrian
161423986		service
161423987		service
161423988	Salvacion Street	service
161423989		service
161423990		service
161423991	LLanera Street	residential
161423992		pedestrian
161423993		footway
161423994	Dandan Extension	footway
161423995		service
161423996		service
161423997		service
161423998		path
161423999	Barcelona Street	footway
161424000		service
161424001	Maya-maya Street	residential
161424002		service
161424003		footway
161424004	Santa Teresita Street	footway
161424005		footway
161424006	Morga Street	footway
161424007		residential
161424008		pedestrian
161424009		service
161424010		service
161424011	Asuncion Street	residential
161424012		footway
161424013		service
161424014	Blue Street	service
161424015	Quirino Street	service
161424016	Heron Street	service
161424017	Saint Jude Street	footway
161424018		pedestrian
161424019	Dandan Street	service
161424020		path
161424021	Maharlika Street	service
161424022	San Silverio Street	pedestrian
161424023		residential
161424024		footway
161424025		service
161424026		service
161424027	Dandan Street	service
161424028	Camba Extension Street	pedestrian
161424029	Canary Street	service
161424030		footway
161424031		footway
161424032	San Miguel Street	residential
161424033	Santo Ni̱o Street	residential
161424034		service
161424035	Kasipagan Street	residential
161424036	Mithi Street	residential
161424037	Mithi Street	residential
161424038	Magsaysay Street	footway
161424039		footway
161424040	Seagull Street	service
161424041	Almond Street	residential
161424042		service
161424043	Salvacion Street	residential
161424045		pedestrian
161424046	Dalanghita Street	residential
161424047	Masinop Street	residential
161424048		footway
161424049	Dandan Street	residential
161424050		footway
161424052		service
161424053		service
161424054		service
161424055		pedestrian
161424056		service
161424057	E. Rodriguez	service
161424058		service
161424059	Hernandez Street	residential
161424060	Santo Cristo Extension Street	pedestrian
161424061	Perla - C Street	pedestrian
161424063		service
161424064	Chesa Street	residential
161424065	San Jose Street	footway
161424067	Cristobal Street	pedestrian
161424068	Pavia Street	residential
161719292	Sancho Panza Street	service
161719293	Loyola Street	tertiary
161754854	R. Magsaysay Boulevard	primary
161754855	R. Magsaysay Boulevard	primary
161754856	R. Magsaysay Boulevard	primary
161754857	Magsaysay Boulevard	primary
162106081	Pasaje Galvan Street	residential
162106241	Fidel A. Reyes Street	residential
163752757	Santa Catalina Street	residential
163844182	Finance Road	secondary
163844190	General Luna Street	pedestrian
163844191	San Marcelino Street	tertiary
163844193	Palacio Street	tertiary
163844197	Natividad Lopez Street	tertiary
163844201	Cabildo Street	residential
163844203	General Luna Street	pedestrian
163844205	General Luna Street	tertiary
164688104		service
164688106		service
164688107		service
164688108		service
164688109		service
164688573	Makata Street	service
164688693		residential
164688694	General Diokno Street	residential
164688695	Escaler Street	residential
164688696	Ilustre Street	residential
164692669	Anacleto Street	service
164692671	Anacleto Street	service
164692673	Makata Street	service
164692675	Yakal Street	residential
164692679	Priscilla Street	residential
164692680	Ipil Street	residential
164692682	San Nicolas Street	residential
164692684	E. Manalo Street	residential
164692685	Santiago Street	residential
164878268	Aeta Street	residential
164878274	Navarro Street	pedestrian
165276092	Perla Street	residential
165294868	Congressman A. Francisco Street	residential
165403079		steps
165403080		footway
165405697		residential
165407507	Esguerra	residential
165407597	Don Ysidoro Street	service
167794148	Narra Street	residential
170091022		service
170091023		service
170091024		service
172160987	Mahogany Street	residential
175211607	Z. P. de Guzman Street	residential
175703449		steps
175822887	Espinosa Street	residential
176435844	Arlegui Street	tertiary
176435845	Gonzalo Puyat Street	tertiary
176435846	F. R. Hidalgo Street	tertiary
176435847	San Sebastian Street	residential
176435848	Gonzalo Puyat Street	tertiary
176435849	F. R. Hidalgo Street	tertiary
176435850	Arlegui Street	tertiary
176438181	Ducos Street	unclassified
176438182	Muella Dela Quinta Street	residential
176438183	Oscariz Street	unclassified
176438184	Oscariz Street	unclassified
176438185		service
176438186	Orozco Street	unclassified
176438187	Carcer Street	residential
176439580	De la Fe Street	pedestrian
176439581	Esperanza Street	pedestrian
176439582	Florante Street	pedestrian
176439583	Porvenir Street	pedestrian
176439584	Abreu Street	footway
176458040	2nd Street	residential
176458044		residential
176458046	Gumamela Street	path
176458047	San Martin Street	path
176458048	1st Street	residential
176458049	2nd Street	residential
176458050	Santo Ni̱o Street	path
176458051		residential
176458052	1st Street	service
176458059	Santa Clara	footway
176458061	San Lorenzo Ruiz Street	residential
176458062	Valenzuela 2	residential
176463923	Interfaith Chapel Road	service
176463926	Cementeras Street	residential
176463927	Road 11	residential
176463929	Anonas Extension West	pedestrian
176463930	Old Balagtas Street	pedestrian
176463931	Road 8	residential
176463932	Road 10	residential
176463939	Jesus Street	residential
176463944	Jesus Street	residential
176463946	Anonas Extension West	residential
176463953	Jesus Street	residential
176633481	Lubiran Street	secondary
176633482		residential
176633483	Sociego Interior Street	residential
178321359		service
178591453		service
178591454		service
178591942		service
178592041	P. Casal Street	secondary
178592042	P. Casal Street	secondary
178592043	P. Casal Street	secondary
178592044	P. Casal Street	secondary
178614650		service
178614845		footway
178615165	Elizondo Street	residential
178621791		residential
178621792		footway
178621793		footway
178621794		footway
178621795		footway
178621796		residential
178622019		service
178622021		service
178622022		service
178622210	Oscariz Street	unclassified
178853134		footway
178853135		secondary_link
178853137		secondary_link
178853139		service
179221122	Zobel Street	service
179221123	Zobel Street	service
179238309	Campomanes Street	service
179238310	Abreu Street	residential
179243336		service
179246021	Cruzada Street	service
179248437		footway
179248438		footway
179248443	Acacia Street	residential
179381131		footway
179381132		service
179381133		steps
179381134		footway
179381135		footway
179381136		steps
179381137		footway
179381138		service
179381139		footway
179381140		service
179381141		footway
179381142		service
179381143		service
179397554		service
179402962		service
179402963		service
179402964		service
179404122		service
179410425		footway
179410426		unclassified
179410427		footway
179410428		footway
179566245		footway
179566246		residential
179569566		service
179569567		service
179569569		footway
179572292		footway
179576225		footway
179576227		footway
179576229		footway
179576230		footway
179733623	Guidote Street	service
179735396	Evangelista Street	residential
179751730	Ramona Street	footway
179751732	942 Bilibid Viejo Interior Street	footway
179751734	Gonzalo Puyat Interior Street	residential
179949228	Bato Street	residential
179949230	Laguna Street	residential
179949231	3rd Old Torres Street	residential
179949232	1st Old Torres Street	residential
179949233	Dalaga Street	service
179949234	Angat Street	residential
179949235	R. Fernandez I Street	residential
179949236	Lukban Street	residential
179949237	Bato Street	residential
179949239	Isabel Street	residential
179949240	R. Fernandez II Street	residential
179949241	Cabo Street	service
179949243	Fernando Maria Guerrero Street	residential
179949245	Perfecto Street	residential
179949246	B. Balintawak Street	residential
179949248	Callejon J	service
179949250	2nd Old Torres Street	residential
179949251	Callejon I	service
179949252	Old Torres Street	residential
179949253	Callejon K	pedestrian
179949254	Bukang Liwayway Street	residential
179949255	Callejon H	pedestrian
179949256	Callejon E	pedestrian
179949257	Callejon G	pedestrian
179949258	Callejon L	pedestrian
179949259	F. Yuseco Street	residential
179949260	Molave Street	residential
179949261	Callejon F	pedestrian
179949811		residential
179949812	Guillermo Street	residential
179949813	Saint Jude Street	residential
179949814	A. Yuseco Street	residential
179949816	Tomas Street	residential
179949817		footway
179949818	Ricardo Street	residential
179949819	Nazareno	residential
179949820	Juan Luna Interior Street	pedestrian
179949823		residential
179949824	Road Lot 7	residential
179949825	Patricia Street	residential
179949826	Flora Street	residential
179949827	Road Lot 10	residential
179949828	San Lorenzo Ruiz Street	residential
179949829	G. Perfecto Street	residential
179949830	Road Lot 9	residential
179949831	Callejon J	residential
179949832	Manotok Street	residential
179949833	I. Delos Reyes Street	residential
179949834	B. Balintawak Extension	residential
179949835	Callejon S	pedestrian
179949838	Callejon T	pedestrian
179949839		residential
179949840	Road Lot 13	residential
179950434		residential
179950435		residential
179950436		footway
179950438		residential
179950441		residential
179950442	Ottawa Road	service
179950445	Infanta Street	residential
179950446	Viva Road	service
179950447	Rodriguez Extension	residential
179950450		service
179950451	Rodriguez Extension	residential
179950597		residential
180210664	Pablo Ocampo Street	secondary
180210665	Pablo Ocampo Street	secondary
180777293	Ocampo Compound	residential
180780485		service
180782420		pedestrian
180784925	C. M. Recto Avenue	secondary
180784928	Line 1 - Line 2 Walkway	footway
180792474		path
180902869		service
180914730		footway
180917996	Morillo Street	residential
180923159		service
181044196		service
181381786		footway
181385616		service
181385617		service
181385618		service
181385619		service
181385620		footway
181385621		footway
181419728	Santo Tomas Street	tertiary
181419729		tertiary
182870720	Ycaza Street	pedestrian
182916872	Kusang Loob Street	service
182922859	Balintawak Street	residential
182955939	Dasmari̱as Street	unclassified
182955969	Tonelero Street	service
182967636		footway
182967638	Carreon Street	residential
182967639	A. Velasquez Street	residential
182967641		path
182967642		path
182967979	Valderama Street	residential
182967980	Lara Street	residential
182968846		service
182968847	San Miguel Drive	tertiary
182968848		service
182968849		service
182968850		service
182968851		service
182968852		service
182968853		service
182968854		service
182968855		service
182968856		service
182969145	San Fabian	service
182969146		service
182969147		pedestrian
182969148		pedestrian
182969215		service
182969216		service
182972259		service
182972261		service
182972631		service
182972632		service
182972633		service
182973001		service
182973002		service
182973003		service
182973004		service
182973554	Alvarado Street	unclassified
182992394		residential
182993318	Lapidario Street	pedestrian
182994406	San Antonio Street	residential
182994407	Santa Clara Street	residential
182994945	Camba Street	unclassified
182994946		tertiary_link
182994947	Pe̱aranda Street	unclassified
182994948		service
182994949		service
183100887		service
183100888		footway
183100889		service
183100890		service
183101441		service
183101442		service
183104063	H. Cano	service
183104064		service
183104639	Kusang Loob Street	service
183104640	Zacateros Street	service
183542021	Araneta Street	residential
183542023	Mayhaligue Street	residential
183542024	Mayhaligue Street	residential
183690612	San Lorenzo Ruiz Street	service
183690996		service
183693220	Leon 2 Street	residential
183693221	Este Street	residential
183693222	F. de Leon Street	residential
183693223	Alvarez Extension	residential
183693224	Norte Street	residential
183693353		service
183694256	Gardenia Street	residential
183694257	Golden Hope Street	residential
183694258		residential
183694259	Villaruel Street	residential
